full,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,ppm,team_rank
Harry Winks,Tottenham,0,0,369,6,323.40000000000003,13186,7293,31,0,76.1,361.79999999999995,2223,0,0,0,0,741,0,778590,42,66,74,52,-12934,20943,33877,200.69999999999985,19.0,9,9.847688300518488,14.0
Christian Eriksen,Tottenham,2,6,205,1,348.90000000000003,13034,7293,18,2,83.3,262.4,1090,0,0,0,0,741,0,8313537,42,66,225,48,-311526,143182,454708,329.60000000000014,19.0,5,5.506414373044851,15.0
Tanguy Ndombele,Tottenham,2,2,220,1,194.8,16796,7293,17,2,59.2,274.2,1002,0,0,0,0,741,0,8535880,42,66,122,45,-243057,590968,834025,222.90000000000018,19.0,3,7.59477888174557,16.0
Steven Bergwijn,Tottenham,1,5,141,2,187.3,8610,4358,9,3,50.8,174.20000000000002,699,0,0,0,0,441,0,1440080,15,23,147,43,115194,362732,247538,102.5,7.0,2,5.819622975310884,17.0
Ben Davies,Tottenham,0,2,223,4,172.4,12502,7293,19,0,54.39999999999999,279.8,1430,0,0,0,0,741,0,422217,42,66,94,41,3567,24642,21075,204.1000000000002,19.0,6,7.7011625690870895,18.0
Eric Dier,Tottenham,2,0,172,3,100.19999999999996,13300,7293,23,0,45.6,297.2,1340,0,0,0,0,741,0,525796,42,66,56,36,-6636,16543,23179,185.2000000000002,19.0,5,7.431972789115644,19.0
Danny Rose,Tottenham,0,0,137,1,176.6,7636,2695,14,0,38.6,173.0,891,0,0,0,0,276,0,2960828,26,41,36,17,-106507,105274,211781,124.50000000000001,11.0,5,3.1148592846706076,20.0
Japhet Tanganga,Tottenham,0,0,100,2,17.2,11660,5640,7,0,17.099999999999998,134.4,525,0,0,0,0,570,0,1816354,20,30,20,17,88802,307098,218296,80.20000000000003,10.0,1,4.225609756097561,20.0
Ryan Sessegnon,Tottenham,0,0,41,0,39.900000000000006,19912,7293,5,0,11.9,45.4,341,0,0,0,0,741,0,224019,42,66,34,9,-15413,5800,21213,205.50000000000014,19.0,0,1.666666666666665,22.0
Gedson Carvalho Fernandes,Tottenham,0,0,20,0,34.3,9680,4827,1,0,7.2,17.2,62,0,0,0,0,488,0,36362,16,25,20,7,1542,6680,5138,76.0,8.0,0,1.4599635321288553,23.0
Oliver Skipp,Tottenham,0,0,23,0,1.6,13376,7293,1,0,1.8,15.2,74,0,0,0,0,741,0,1484880,42,66,0,7,-1702,57826,59528,165.90000000000006,19.0,0,1.6074868284170611,23.0
Kyle Walker-Peters,Tottenham,0,0,44,0,42.5,7751,2695,4,0,11.600000000000001,54.400000000000006,241,0,0,0,0,276,0,1923178,26,41,18,5,-205127,95403,300530,106.90000000000003,11.0,0,1.0,25.0
Juan Foyth,Tottenham,0,0,9,0,12.5,12730,7293,3,0,3.1,18.599999999999998,66,0,0,0,0,741,0,101185,42,66,0,3,-1357,2823,4180,185.2000000000002,19.0,1,0.612244897959183,26.0
Troy Parrott,Tottenham,0,0,6,0,0.1,19342,7293,0,0,0.0,0.2,6,0,0,0,0,741,0,2268144,42,66,0,2,-16993,89376,106369,166.70000000000013,19.0,0,0.45983086680761104,27.0
Georges-K?vin Nkoudou,Tottenham,0,0,3,0,0.0,20026,7293,0,0,1.8,0.0,2,0,0,0,0,741,0,34692,42,66,18,1,-763,1778,2541,190.0,19.0,0,0.2,28.0
Victor Wanyama,Tottenham,0,0,5,0,0.9,13224,7293,2,0,0.2,1.2,24,0,0,0,0,741,0,261600,42,66,0,1,-3268,5457,8725,182.69999999999982,19.0,1,0.204081632653061,28.0
Ben Foster,Watford,0,17,686,9,10.1,13908,7301,64,0,93.49999999999999,904.5999999999999,3420,0,0,1,0,741,117,8118039,41,59,17,137,50986,479379,428393,185.00000000000003,19.0,1,28.253571428571426,1.0
Abdoulaye Doucour?,Watford,4,9,459,10,539.0,13984,7301,61,4,173.40000000000003,529.5999999999999,3156,1,0,0,0,741,0,4495683,41,59,667,113,-92495,350150,442645,215.19999999999993,19.0,9,20.017817857846772,2.0
Troy Deeney,Watford,2,15,403,6,378.5,13756,7301,39,10,171.4,536.0,2224,0,1,0,0,741,0,3460723,41,59,801,109,-85685,364771,450456,236.89999999999992,19.0,3,17.527827011697983,3.0
Isma?la Sarr,Watford,7,7,300,6,391.90000000000003,19950,7301,35,5,142.2,392.0,2023,0,0,0,0,741,0,2065181,41,59,637,107,29515,435664,406149,237.09999999999997,19.0,1,17.313100304989298,4.0
Gerard Deulofeu,Watford,5,9,330,8,602.3000000000001,13794,7301,33,4,195.4,458.4,2097,0,0,0,0,741,0,6546527,41,59,896,88,-263671,406671,670342,233.39999999999986,19.0,3,14.35159463824853,5.0
Etienne Capoue,Watford,4,7,394,8,313.6,14174,7301,48,0,90.0,482.8000000000001,2627,0,0,0,0,741,0,1070466,41,59,102,78,-39848,44155,84003,183.20000000000007,19.0,8,16.20408163265307,6.0
Craig Cathcart,Watford,0,3,441,9,34.800000000000004,13604,7301,37,0,55.10000000000001,458.0,2488,0,0,0,0,741,0,6664337,41,59,57,77,-71762,416239,488001,165.20000000000002,19.0,7,17.67535823349775,7.0
Christian Kabasele,Watford,2,4,382,7,55.300000000000004,13452,7301,35,0,69.89999999999999,477.0000000000001,2250,0,0,0,2,741,0,934126,41,59,164,73,14096,90958,76862,164.30000000000004,19.0,1,16.96088794926004,8.0
Adam Masina,Watford,0,4,281,6,201.3,13490,7301,31,1,66.4,351.2,1815,0,0,0,0,741,0,439119,41,59,109,66,16529,49988,33459,164.50000000000003,19.0,3,15.348837209302323,9.0
Will Hughes,Watford,1,3,265,5,413.09999999999997,14060,7301,46,1,103.6,352.19999999999993,2249,0,0,0,0,741,0,1023681,41,59,270,62,-6914,64826,71740,205.1000000000002,19.0,9,11.433517565593048,10.0
Craig Dawson,Watford,0,2,353,4,67.50000000000001,16682,7301,49,2,102.09999999999998,550.6,2359,0,0,0,0,741,0,585603,41,59,403,61,1605,38449,36844,183.60000000000008,19.0,6,12.662414965986398,11.0
Roberto Pereyra,Watford,0,0,194,5,293.40000000000015,14022,7301,27,3,87.99999999999999,237.79999999999998,1641,0,0,0,0,741,0,2513296,41,59,350,60,-213813,38089,251902,215.09999999999985,19.0,4,10.601125475875548,12.0
Francisco Femen?a Far,Watford,1,0,366,5,320.9,13566,7301,46,0,74.4,363.2000000000001,2236,0,0,0,0,741,0,1569088,41,59,58,54,7755,150742,142987,161.69999999999993,19.0,5,12.794372294372295,13.0
Andre Gray,Watford,1,2,117,0,129.49999999999997,13832,7301,17,2,51.2,106.20000000000002,741,0,0,0,0,741,0,1169965,41,59,287,39,-34219,44428,78647,214.59999999999997,19.0,1,6.788956012048078,14.0
Danny Welbeck,Watford,1,3,93,1,51.5,19456,7301,15,2,53.0,128.2,813,0,0,0,0,741,0,393807,41,59,350,39,-3233,26024,29257,222.10000000000016,19.0,0,6.698032339762314,14.0
Daryl Janmaat,Watford,1,7,148,4,108.4,13642,7301,5,0,27.099999999999998,116.0,606,1,0,0,0,741,0,2126794,41,59,46,36,-11674,223196,234870,158.89999999999995,19.0,1,8.361522198731496,16.0
Nathaniel Chalobah,Watford,1,2,142,2,130.29999999999998,14212,7301,14,0,34.5,162.19999999999996,919,0,0,0,0,741,0,588637,41,59,55,36,-5995,22687,28682,168.0000000000001,19.0,1,8.17676767676767,16.0
Tom Cleverley,Watford,0,2,153,1,219.2,14098,7301,26,1,61.599999999999994,174.80000000000004,964,0,0,0,0,741,0,368878,41,59,221,33,-5012,21918,26930,184.3000000000001,19.0,2,6.760714285714282,18.0
Adrian Mariappa,Watford,0,1,185,3,75.19999999999999,13528,7301,33,0,31.700000000000003,216.59999999999997,1509,1,0,0,1,741,0,603434,41,59,32,26,-1572,34634,36206,161.29999999999998,19.0,4,6.206584113560863,19.0
Jos? Holebas,Watford,1,0,153,2,208.4,13414,7301,28,0,44.1,171.39999999999995,1022,0,0,0,0,741,0,3028724,41,59,62,21,-218739,23468,242207,177.79999999999993,19.0,5,4.479170521122416,20.0
Ignacio Pussetto,Watford,0,0,20,0,5.0,9664,4821,3,0,3.5999999999999996,29.4,67,0,0,0,0,488,0,5451,18,28,2,6,123,799,676,75.7,8.0,1,1.2342388944476963,21.0
Domingos Quina,Watford,0,0,10,0,0.8,14250,7301,2,0,1.5,7.4,18,0,0,0,0,741,0,270214,41,59,7,4,-2969,10056,13025,167.00000000000017,19.0,0,0.9040404040404032,22.0
Isaac Success Ajayi,Watford,0,0,8,0,13.600000000000001,13870,7301,3,0,3.7,6.2,65,0,0,0,0,741,0,1118623,41,59,17,4,-36817,23170,59987,182.19999999999982,19.0,1,0.820748299319727,22.0
Jo?o Pedro Junqueira de Jesus,Watford,0,0,8,0,6.4,10064,5033,1,0,1.7,4.2,22,0,0,0,0,510,0,25556,21,28,8,3,566,2897,2331,83.60000000000001,8.0,0,0.616496598639455,24.0
Dimitri Foulquier,Watford,0,0,12,0,1.0,18428,7212,6,0,1.0,8.0,57,0,0,0,0,731,0,386041,34,56,0,1,3445,23817,20372,135.10000000000005,17.0,0,0.25,25.0
Sebastian Pr?dl,Watford,0,0,3,0,0.1,13718,7301,0,0,1.0,1.8,56,0,0,0,0,741,0,3521708,41,59,8,1,-54229,70540,124769,150.4000000000001,19.0,0,0.25,25.0
Michail Antonio,West Ham,4,8,284,3,377.4,14782,7311,30,10,201.7,552.8,1767,0,0,0,0,747,0,3178054,52,59,1094,111,300592,444780,144188,263.0000000000001,19.0,3,16.041407867494826,1.0
Declan Rice,West Ham,5,8,616,7,350.79999999999995,15010,7311,62,1,132.5,715.8000000000001,3420,0,0,0,0,747,0,4487597,52,59,259,105,-43765,170749,214514,181.29999999999987,19.0,6,22.101823708206688,2.0
Mark Noble,West Ham,4,8,504,7,602.1999999999999,15048,7311,44,4,131.1,542.1999999999999,2675,0,0,0,0,747,0,2607514,52,59,164,105,116383,374606,258223,189.50000000000003,19.0,5,21.069387755102042,2.0
S?bastien Haller,West Ham,3,11,327,5,354.50000000000006,17366,7311,41,7,180.9,450.4000000000001,2259,0,0,0,0,747,0,8619599,52,59,1012,102,-88261,745446,833707,269.10000000000014,19.0,1,14.248988281321575,4.0
Pablo Fornals,West Ham,6,4,346,6,359.7,15162,7311,35,2,109.2,350.40000000000003,2167,0,0,0,0,747,0,1067488,52,59,381,93,-39666,43811,83477,230.5,19.0,3,15.405286467968253,5.0
Robert Snodgrass,West Ham,5,8,312,3,552.1,14934,7311,33,5,129.70000000000005,422.2,1504,0,0,0,0,747,0,1724932,52,59,320,87,87013,312029,225016,198.29999999999995,19.0,4,16.688549745153512,6.0
Lukasz Fabianski,West Ham,0,5,414,5,0.0,14744,7311,34,0,53.20000000000001,531.2,2117,0,0,1,0,747,72,7534794,52,59,0,83,-202061,373117,575178,187.50000000000014,19.0,1,16.808163265306124,7.0
Angelo Ogbonna,West Ham,0,0,453,7,37.8,14326,7311,44,2,78.4,579.0,2786,1,0,0,0,747,0,2352276,52,59,168,81,29557,184628,155071,171.0,19.0,4,17.99999999999998,8.0
Aaron Cresswell,West Ham,0,5,444,5,440.9999999999999,14288,7311,51,3,115.89999999999999,535.4000000000001,2727,0,0,0,0,747,0,3564427,52,59,180,79,77021,378042,301021,179.50000000000003,19.0,7,16.739923928251528,9.0
Issa Diop,West Ham,1,3,424,4,64.30000000000001,14478,7311,54,3,88.70000000000003,609.9999999999999,2765,0,0,0,0,747,0,7836444,52,59,210,76,-71020,322040,393060,167.90000000000015,19.0,8,17.26873385012919,10.0
Ryan Fredericks,West Ham,3,7,423,7,333.7,14440,7311,39,0,90.5,491.1999999999999,2235,0,0,0,0,747,0,1565288,52,59,76,74,4364,149227,144863,169.4000000000001,19.0,7,16.54040404040402,11.0
Andriy Yarmolenko,West Ham,1,10,231,3,265.7,14896,7311,17,5,87.89999999999999,284.4,981,0,0,0,0,747,0,4504363,52,59,329,70,25920,603786,577866,210.59999999999997,19.0,2,12.322271989087328,12.0
Felipe Anderson Pereira Gomes,West Ham,4,1,299,7,414.70000000000005,14820,7311,27,1,114.80000000000001,377.2,1493,0,0,0,0,747,0,9232725,52,59,355,66,-387415,186634,574049,255.09999999999988,19.0,1,9.768970935669413,13.0
Manuel Lanzini,West Ham,3,3,234,2,464.8000000000001,14858,7311,30,0,96.49999999999999,218.99999999999997,1370,0,0,0,0,747,0,2964908,52,59,281,50,-41016,278608,319624,237.89999999999986,19.0,1,7.864161803661405,14.0
Jarrod Bowen,West Ham,4,3,173,1,235.0,8138,4129,13,1,79.80000000000001,221.4,916,0,0,0,0,416,0,154908,17,21,342,44,10821,33206,22385,83.70000000000002,6.0,0,6.838942307692304,15.0
Tomas Soucek,West Ham,0,3,155,1,73.1,8624,4379,18,3,62.09999999999999,254.20000000000002,1039,1,0,0,0,441,0,118361,20,24,293,41,31679,41724,10045,68.29999999999998,7.0,0,8.487244897959185,16.0
Fabi?n Balbuena,West Ham,0,3,210,3,18.500000000000004,14516,7311,24,1,43.6,268.0,1176,0,0,0,0,747,0,933338,52,59,149,40,-18387,36213,54600,164.40000000000003,19.0,2,9.307376086445862,17.0
Arthur Masuaku,West Ham,1,3,166,2,128.59999999999997,14364,7311,18,0,42.39999999999999,240.8,930,0,0,0,1,747,0,1511329,52,59,53,26,-2472,110459,112931,163.29999999999998,19.0,4,5.883873578995532,18.0
David Martin,West Ham,0,2,86,2,0.0,17143,7058,6,0,11.200000000000001,112.0,435,0,0,0,0,719,15,4116388,41,51,0,20,218443,417306,198863,124.00000000000004,16.0,1,4.987804878048781,19.0
Roberto Jimenez Gago,West Ham,0,1,134,0,0.0,17100,7311,17,0,23.900000000000002,239.0,686,1,0,0,0,747,36,1131293,52,59,0,18,-7503,66321,73824,167.80000000000013,19.0,0,4.090909090909096,20.0
Pablo Zabaleta,West Ham,0,0,90,0,50.5,14402,7311,14,0,17.4,110.40000000000002,588,0,0,0,0,747,0,1386780,52,59,12,10,-26134,23330,49464,161.49999999999997,19.0,2,2.3318735528037844,21.0
Albian Ajeti,West Ham,0,0,16,0,22.900000000000002,19532,7311,3,0,7.3,5.2,132,0,0,0,0,747,0,103052,52,59,47,9,-2400,3542,5942,218.19999999999985,19.0,0,1.5669561835623529,22.0
Javier Hern?ndez Balc?zar,West Ham,0,2,27,0,2.2,14668,7311,4,1,7.699999999999999,35.6,106,0,0,0,0,747,0,1278108,52,59,39,9,-55260,87255,142515,228.0,19.0,0,1.499999999999997,22.0
Jack Wilshere,West Ham,0,0,14,0,7.0,14972,7311,5,0,1.5000000000000002,6.4,209,0,0,0,0,747,0,686498,52,59,4,8,-25272,11367,36639,179.39999999999995,19.0,0,1.6681159420289844,24.0
Jeremy Ngakia,West Ham,0,0,48,0,10.7,10674,5241,8,0,9.8,78.0,440,0,0,0,0,534,0,163065,24,30,9,8,6634,30281,23647,72.0,9.0,0,2.0,24.0
Carlos S?nchez,West Ham,0,0,20,0,3.7,15086,7311,2,0,1.1,8.4,112,0,0,0,0,747,0,1099917,52,59,0,7,-1831,53355,55186,166.00000000000009,19.0,0,1.586328400281887,26.0
Ben Johnson,West Ham,0,0,32,0,25.200000000000003,14592,7311,3,0,7.4,48.0,270,0,0,0,0,747,0,4670726,52,59,1,6,51119,194917,143798,151.10000000000005,19.0,0,1.5,27.0
Darren Randolph,West Ham,0,0,27,0,0.0,10302,5023,5,0,4.9,49.599999999999994,180,0,0,0,0,512,6,195398,24,29,0,3,28304,49078,20774,70.6,9.0,0,0.666666666666666,28.0
Nathan Holland,West Ham,0,0,10,0,3.8,13632,6310,1,0,2.5,12.600000000000001,31,0,0,0,0,642,0,10198,31,40,9,2,134,1294,1160,106.60000000000005,12.0,0,0.444444444444444,29.0
Ra?l Jim?nez,Wolves,7,33,685,15,668.1999999999997,15542,7312,36,17,325.40000000000003,911.6,3241,0,0,0,0,741,0,59378868,43,48,1680,194,631120,4589224,3958104,290.6,19.0,3,25.487321333079276,1.0
Matt Doherty,Wolves,8,15,590,12,340.49999999999994,15238,7312,31,4,159.99999999999997,576.2000000000002,2836,0,0,0,0,741,0,16204031,43,48,681,167,555473,1408748,853275,232.99999999999997,19.0,1,27.14707899187012,2.0
Rui Pedro dos Santos Patr?cio,Wolves,0,8,680,13,0.0,15618,7312,40,0,74.3,740.9999999999998,3420,0,0,2,0,741,90,27431859,43,48,0,153,253673,1205060,951387,196.50000000000009,19.0,0,29.686061071743616,3.0
Adama Traor?,Wolves,9,14,522,7,786.3999999999999,15846,7312,33,4,209.69999999999996,727.1999999999999,2599,0,0,0,0,741,0,27655310,43,48,583,130,885529,3158575,2273046,205.40000000000003,19.0,1,24.382309520304307,4.0
Jonathan Castro Otto,Wolves,3,6,537,11,379.2,15276,7312,35,2,122.40000000000002,543.5999999999999,2885,0,0,0,0,741,0,3294160,43,48,299,123,94457,260039,165582,206.1000000000001,19.0,4,22.680134680134667,5.0
Conor Coady,Wolves,0,7,648,13,68.79999999999998,15314,7312,40,0,62.40000000000001,556.3999999999999,3420,0,0,0,0,741,0,4723954,43,48,0,118,59359,255710,196351,190.89999999999995,19.0,5,23.462745098039196,6.0
Jo?o Filipe Iria Santos Moutinho,Wolves,7,12,617,11,1200.1,15770,7312,36,1,203.99999999999997,711.9999999999999,3105,0,0,0,0,741,0,13747550,43,48,122,113,-151727,675873,827600,204.90000000000012,19.0,7,21.00146115240453,7.0
Diogo Jota,Wolves,3,12,348,10,453.29999999999995,15580,7312,28,7,204.90000000000003,457.8,2278,0,0,0,0,741,0,13337530,43,48,1139,105,-538983,917539,1456522,234.69999999999993,19.0,4,17.04090033262759,8.0
Romain Sa?ss,Wolves,2,8,525,10,160.70000000000007,15466,7312,34,2,108.09999999999998,621.2000000000002,2703,0,0,0,1,741,0,4989942,43,48,298,103,346475,693948,347473,170.09999999999997,19.0,10,23.011264354927615,9.0
Leander Dendoncker,Wolves,0,9,426,11,160.6,15960,7312,34,4,96.80000000000001,529.2,2790,1,0,0,0,741,0,27204787,43,48,282,100,-323956,1211429,1535385,167.90000000000012,19.0,5,22.666666666666668,10.0
R?ben Diogo da Silva Neves,Wolves,2,7,498,13,445.40000000000003,15732,7312,35,2,129.09999999999997,538.5999999999999,3053,0,0,0,0,741,0,14952025,43,48,307,97,-266299,406979,673278,201.4999999999998,19.0,9,18.320038801170885,11.0
Willy Boly,Wolves,1,10,470,12,85.8,15390,7312,15,0,68.39999999999999,477.0,1980,0,0,0,1,741,0,10288995,43,48,119,97,-159016,638013,797029,184.60000000000008,19.0,1,19.97502532928065,11.0
Pedro Lomba Neto,Wolves,3,0,194,1,232.00000000000003,20064,7312,12,3,71.8,227.79999999999995,920,0,0,0,0,741,0,285164,43,48,260,57,7331,39905,32574,189.8,19.0,3,11.404081632653059,13.0
R?ben Gon?alo Silva Nascimento Vinagre,Wolves,0,1,134,3,96.2,15428,7312,6,0,28.1,130.4,644,0,0,0,0,741,0,612624,43,48,56,32,-7322,26591,33913,161.79999999999995,19.0,1,7.57842176730435,14.0
Daniel Castelo Podence,Wolves,1,2,74,3,73.3,8666,4379,0,1,28.4,62.4,285,0,0,0,0,441,0,25093,9,15,148,25,4926,8240,3314,71.60000000000001,7.0,0,5.02233438566085,15.0
Patrick Cutrone,Wolves,0,0,69,1,35.599999999999994,18506,7312,6,2,27.5,85.20000000000002,292,0,0,0,0,741,0,1607309,43,48,155,23,-68638,26446,95084,212.20000000000002,19.0,0,4.0184080891884895,16.0
Ryan Bennett,Wolves,0,0,110,2,33.699999999999996,9292,2696,9,0,16.3,113.60000000000001,603,0,0,0,0,276,0,677644,32,32,16,21,-24610,16993,41603,113.30000000000005,11.0,2,4.248979591836736,17.0
Morgan Gibbs-White,Wolves,1,0,39,0,44.1,15808,7312,2,0,6.3,6.600000000000001,125,0,0,0,0,741,0,170937,43,48,12,11,-4401,3507,7908,180.6999999999999,19.0,0,2.271471993052542,18.0
Max Kilman,Wolves,0,0,24,0,1.2000000000000002,15504,7312,2,0,3.7,35.2,184,0,0,0,0,741,0,6671716,43,48,0,5,82430,322440,240010,151.10000000000005,19.0,0,1.25,19.0
Bruno Andr? Cavaco Jordao,Wolves,0,0,4,0,10.4,9744,4844,0,0,1.3,2.6,6,0,0,0,0,488,0,14250,14,18,0,1,742,1831,1089,72.0,8.0,0,0.222222222222222,20.0
Jes?s Vallejo L?zaro,Wolves,0,0,22,0,7.0,17974,7312,6,0,4.3,35.599999999999994,162,0,0,0,0,741,0,689935,43,48,0,1,-19173,5497,24670,178.69999999999993,19.0,1,0.208333333333333,20.0
